d_ori_22,d_ori_23,d_ori_20,d_ori_21,set_size,ctpd,d_ori_24,d_ori_25,d_ori_28,d_ori_29,stim_pos_x_30,stim_pos_x_31,stim_pos_x_32,stim_pos_x_33,stim_pos_x_34,stim_pos_x_35,stim_pos_y_11,stim_pos_y_10,stim_pos_y_13,stim_pos_y_12,stim_pos_y_15,stim_pos_y_14,stim_pos_y_17,stim_pos_y_16,stim_pos_y_19,stim_pos_y_18,d_ori_35,d_ori_34,stim_pos_x_3,d_ori_31,d_ori_30,d_ori_33,d_ori_32,d_ori_26,test_set_size,d_ori_27,targetCol,dsd_test,seq_type,dsd,blockRepN,targetDist,dtype_test,prime_set_size,stim_pos_y_25,correctResponse,dtype,distrMean,d_ori_17,d_ori_16,d_ori_15,d_ori_14,targetRow,d_ori_11,d_ori_13,d_ori_12,dsd_prime,streak_length_prime,stim_pos_y_35,stim_pos_y_34,stim_pos_y_33,stim_pos_y_32,stim_pos_y_31,stim_pos_y_30,d_ori_10,nextProbe,targetOri,stim_pos_x_1,stim_pos_x_2,ctpd_prime,stim_pos_x_4,stim_pos_x_5,stim_pos_x_6,stim_pos_x_7,stim_pos_x_8,stim_pos_x_9,stim_pos_y_28,stim_pos_y_29,targetPos,stim_pos_y_20,stim_pos_y_21,stim_pos_y_22,stim_pos_y_23,stim_pos_y_24,stim_pos_x_0,stim_pos_y_26,stim_pos_y_27,d_ori_9,d_ori_8,d_ori_3,d_ori_2,d_ori_1,d_ori_0,d_ori_7,d_ori_6,d_ori_5,d_ori_4,trialN,dtype_prime,stim_pos_x_18,stim_pos_x_19,stim_pos_x_12,stim_pos_x_13,stim_pos_x_10,stim_pos_x_11,stim_pos_x_16,stim_pos_x_17,stim_pos_x_14,stim_pos_x_15,stim_pos_y_9,stim_pos_y_8,d_ori_19,d_ori_18,stim_pos_y_1,stim_pos_y_0,stim_pos_y_3,stim_pos_y_2,stim_pos_y_5,stim_pos_y_4,stim_pos_y_7,stim_pos_y_6,totBlockN,stim_pos_x_27,stim_pos_x_26,stim_pos_x_25,stim_pos_x_24,stim_pos_x_23,stim_pos_x_22,stim_pos_x_21,stim_pos_x_20,blockN,stim_pos_x_29,stim_pos_x_28,prevDistrCTPD,prevDistrMean,prevDistrType,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,timeStart,timeBeforeDraw,timeDraw,timeAfterSaving,timeAfterWritingToTemp,timeAfterPreparingNext,answer,correct,rt,trialScore,session,participant,resolution,cpu_info,expName,pc_name,graphic_card,date,monitorName,
60.3,77.0,57.6,43.6,36,-60,49.1,62.0,72.1,61.8,7.584,8.092,8.418,8.146,7.73,7.839,7.632,5.192,-4.492,-7.915,1.24,-1.609,7.883,4.401,-4.822,-7.608,53.2,63.5,-8.136,42.9,70.4,68.1,71.3,51.8,36,64.0,0,5,prime,10,0,80,norm,36,-4.488,down,norm,62.918437395,82.3,52.9,68.3,56.4,0,58.9,61.2,70.1,10,5,7.899,4.8,1.667,-2.089,-5.217,-8.078,64.7,5,142.9,-8.318,-7.855,-60,-8.136,-8.328,-4.542,-4.726,-5.109,-4.89,4.467,7.944,0,-2.02,1.994,4.936,8.493,-7.598,-8.153,-1.665,1.961,50.6,65.5,69.9,54.5,79.1,,68.0,73.8,59.5,71.0,0,norm,1.585,1.352,-1.772,-1.266,-4.779,-4.861,-1.647,-1.225,-1.732,-1.137,1.198,-1.624,63.8,82.9,-4.738,-7.85,1.521,-1.212,8.378,4.428,-4.648,-7.719,0,5.056,4.705,4.979,4.563,1.778,1.277,1.833,1.963,0,5.285,4.891,,,,0,0,0,0,71.355,71.367,71.3779460001,71.378,71.378,71.38,down,1,2.48603879998,7.51396120002,001,316,1366_768,Intel(R) Core(TM) i7-8750H CPU @ 2.20GHz,orientation_search,GHUM-L-P55205,Intel(R) UHD Graphics 630,2018_Nov_08_1408,testMonitor,
42.9,48.1,44.7,73.8,36,-60,53.8,56.6,53.3,51.1,7.71,7.685,7.585,7.747,7.563,7.51,7.529,5.2,-4.316,-8.462,1.596,-2.065,7.855,4.996,-4.566,-7.757,60.0,45.4,-8.035,59.3,52.0,76.4,58.3,64.1,36,61.1,2,5,prime,10,0,73,norm,36,-5.221,down,norm,62.918437395,55.6,69.1,55.3,,2,64.0,52.1,72.8,10,5,7.834,4.867,2.037,-1.122,-5.12,-8.02,82.9,5,135.9,-8.121,-7.595,-60,-7.588,-8.41,-5.109,-4.96,-5.177,-4.986,4.902,8.079,14,-1.472,1.918,4.466,7.761,-8.499,-7.956,-1.307,2.029,78.2,50.1,70.0,62.4,68.6,66.5,61.1,63.7,69.5,51.7,1,norm,1.753,1.195,-1.651,-1.976,-4.594,-5.061,-1.117,-1.664,-1.189,-1.696,1.319,-1.83,55.3,64.3,-5.08,-7.621,1.345,-1.701,7.947,4.402,-4.905,-7.589,0,5.062,4.453,4.639,5.14,1.557,1.571,1.431,1.336,0,4.973,4.637,,,,0,1,1,1,73.888,73.898,73.9109799,73.911,73.913,73.915,down,1,2.01758370001,7.98241629999,001,316,1366_768,Intel(R) Core(TM) i7-8750H CPU @ 2.20GHz,orientation_search,GHUM-L-P55205,Intel(R) UHD Graphics 630,2018_Nov_08_1408,testMonitor,
78.6,70.4,60.8,70.1,36,-60,51.7,52.5,67.3,70.1,8.033,7.53,7.539,7.849,8.408,7.878,7.613,4.598,-4.53,-8.1,1.78,-1.743,7.54,5.208,-5.289,-7.805,64.9,64.1,-8.058,59.0,66.6,55.5,68.7,64.6,36,54.4,0,5,prime,10,0,89,norm,36,-5.135,up,norm,62.918437395,59.2,47.8,82.9,51.8,3,50.8,47.5,42.9,10,5,8.134,4.319,1.206,-1.97,-4.916,-7.874,58.3,5,151.9,-8.387,-8.118,-60,-7.553,-8.091,-5.042,-4.503,-4.474,-4.714,4.818,8.403,3,-1.28,1.7,4.798,7.774,-8.409,-7.803,-1.891,2.067,71.0,60.7,,59.7,55.5,67.1,69.8,78.6,63.9,61.3,2,norm,2.067,1.388,-1.52,-1.503,-5.22,-5.014,-1.836,-1.212,-1.499,-1.711,1.983,-1.289,72.2,61.7,-5.185,-8.452,1.811,-1.736,7.578,4.975,-4.778,-8.327,0,4.557,4.602,4.596,4.637,1.377,1.559,1.119,1.855,0,4.939,5.14,,,,0,2,2,2,75.956,75.966,75.9771489,75.977,75.979,75.98,up,1,2.05118929991,7.94881070009,001,316,1366_768,Intel(R) Core(TM) i7-8750H CPU @ 2.20GHz,orientation_search,GHUM-L-P55205,Intel(R) UHD Graphics 630,2018_Nov_08_1408,testMonitor,
46.1,71.8,42.9,77.9,36,-60,73.4,66.1,66.2,64.3,8.413,7.771,8.373,8.055,7.75,8.411,7.644,5.249,-4.624,-8.461,1.496,-1.548,7.601,5.015,-4.526,-7.95,52.0,75.3,-7.757,65.8,75.4,59.6,56.0,68.9,36,75.0,2,5,prime,10,0,74,norm,36,-5.003,up,norm,62.918437395,47.1,,42.9,70.8,4,50.8,77.6,55.1,10,5,8.221,4.341,1.662,-1.786,-5.191,-8.467,61.7,5,136.9,-7.792,-8.356,-60,-7.719,-8.356,-4.533,-4.484,-4.731,-4.561,5.187,7.912,16,-1.444,1.892,4.762,7.693,-7.51,-8.184,-1.781,1.952,62.4,79.7,65.7,66.8,70.0,80.4,57.8,66.4,68.7,82.9,3,norm,1.76,1.983,-1.288,-1.327,-4.557,-4.994,-1.172,-1.43,-1.374,-2.099,1.12,-1.862,73.2,74.2,-5.276,-8.353,1.692,-2.048,7.609,5.063,-4.505,-8.16,0,4.645,4.946,4.352,5.012,1.749,2.088,1.754,1.174,0,5.102,4.76,,,,0,3,3,3,78.053,78.062,78.0765496,78.077,78.078,78.08,up,1,1.0679889,8.9320111,001,316,1366_768,Intel(R) Core(TM) i7-8750H CPU @ 2.20GHz,orientation_search,GHUM-L-P55205,Intel(R) UHD Graphics 630,2018_Nov_08_1408,testMonitor,
82.9,60.8,74.2,73.1,36,-60,72.2,45.6,66.1,64.3,7.964,8.463,8.466,7.645,7.796,8.276,7.861,4.482,-4.351,-8.286,2.053,-1.212,7.741,4.513,-5.144,-8.473,64.2,56.1,-8.052,56.0,60.2,66.4,71.5,63.7,36,53.9,1,5,prime,10,0,88,norm,36,-5.078,up,norm,62.918437395,58.1,44.1,50.4,74.9,5,,68.9,59.8,10,5,7.849,4.792,1.772,-2.004,-5.056,-7.815,61.3,5,150.9,-8.401,-8.035,-60,-8.177,-7.946,-4.946,-5.206,-4.738,-4.541,5.033,7.716,11,-1.746,1.236,4.693,7.786,-7.937,-7.607,-1.747,1.22,61.8,66.2,56.1,71.8,72.4,52.6,42.9,54.0,68.2,58.7,4,norm,1.448,1.824,-1.707,-1.387,-4.348,-4.663,-1.512,-1.775,-1.834,-1.745,2.012,-1.302,45.9,51.8,-4.813,-8.267,1.871,-1.722,7.525,4.7,-4.775,-8.416,0,5.129,4.334,4.68,4.407,1.738,1.334,1.944,1.334,0,5.238,4.478,,,,0,4,4,4,79.161,79.167,79.1771423001,79.177,79.179,79.18,up,1,2.36784019996,7.63215980004,001,316,1366_768,Intel(R) Core(TM) i7-8750H CPU @ 2.20GHz,orientation_search,GHUM-L-P55205,Intel(R) UHD Graphics 630,2018_Nov_08_1408,testMonitor,
87.5,91.6,81.3,,36,0,94.6,74.6,89.9,90.7,7.97,8.453,8.456,7.712,8.306,8.077,8.111,5.004,-4.499,-7.53,1.604,-1.5,8.065,4.338,-4.951,-8.109,81.8,87.9,-8.091,78.9,81.2,81.8,84.1,83.9,36,90.9,3,5,probe,5,0,89,norm,36,-4.582,up,norm,84.6264492815,90.2,84.9,93.4,83.8,3,80.4,76.0,81.3,10,5,7.627,4.96,1.601,-1.904,-4.801,-7.571,87.1,2,-4.4,-7.776,-7.529,-60,-8.35,-7.618,-4.806,-5.043,-4.813,-4.6,4.339,8.144,21,-1.946,1.142,4.545,8.317,-7.725,-7.575,-1.318,1.844,90.8,86.5,88.7,86.4,84.8,89.4,79.7,90.9,87.3,81.5,0,norm,1.393,1.146,-1.216,-1.495,-5.129,-4.445,-1.274,-1.652,-1.328,-1.814,1.784,-2.067,87.5,81.0,-5.202,-7.818,1.897,-1.284,8.452,4.615,-4.773,-7.776,1,5.144,4.907,4.568,5.178,2.088,1.42,1.77,1.256,1,5.064,5.197,-60,62.918437395,norm,0,5,5,5,81.57,81.58,81.5919042,81.592,81.593,81.595,up,1,1.78524179989,8.21475820011,001,316,1366_768,Intel(R) Core(TM) i7-8750H CPU @ 2.20GHz,orientation_search,GHUM-L-P55205,Intel(R) UHD Graphics 630,2018_Nov_08_1408,testMonitor,
106.9,105.9,117.5,113.3,36,0,107.3,107.8,118.9,109.9,8.233,8.241,7.704,7.506,8.255,8.082,8.051,4.911,-4.433,-8.414,2.038,-2.06,8.225,4.613,-4.612,-7.67,106.5,104.3,-8.021,107.4,112.8,114.0,113.2,114.8,36,108.8,2,5,probe,5,0,115,norm,36,-4.71,down,norm,110.626449282,105.9,105.9,112.6,,2,107.8,120.6,108.1,10,5,7.534,4.616,2.044,-1.545,-4.914,-7.755,111.0,2,-4.4,-8.045,-7.805,-60,-7.541,-8.401,-5.297,-4.455,-5.221,-4.954,4.557,7.724,14,-1.419,1.165,4.489,8.265,-7.965,-8.365,-1.631,1.392,116.1,114.4,100.6,115.5,116.2,119.7,103.2,107.0,112.3,116.0,1,norm,1.4,1.878,-1.638,-1.668,-4.897,-4.987,-1.698,-1.353,-1.28,-2.03,1.328,-1.214,108.0,115.6,-4.555,-7.669,1.657,-1.505,8.263,4.401,-4.563,-8.329,1,4.953,4.992,5.038,5.155,2.035,1.744,1.185,2.071,1,4.503,4.303,-60,62.918437395,norm,0,6,6,6,83.403,83.412,83.4250745,83.425,83.427,83.428,down,1,0.854972300003,9.1450277,001,316,1366_768,Intel(R) Core(TM) i7-8750H CPU @ 2.20GHz,orientation_search,GHUM-L-P55205,Intel(R) UHD Graphics 630,2018_Nov_08_1408,testMonitor,
140.1,148.2,155.6,143.3,36,10,145.4,143.3,147.8,,8.013,7.727,7.669,7.789,8.384,8.091,7.976,5.207,-4.864,-7.525,1.226,-1.314,7.535,5.035,-4.93,-7.594,139.2,142.1,-7.684,128.3,138.4,135.7,139.7,154.1,36,143.2,4,5,prime,10,0,116,norm,36,-5.244,up,norm,143.47371488,151.9,123.5,140.4,143.3,5,140.5,153.0,153.0,10,5,7.626,4.466,2.09,-1.646,-4.967,-7.663,145.9,5,259.5,-7.963,-7.798,10,-7.745,-8.228,-5.146,-5.147,-5.098,-4.977,4.458,8.213,29,-1.236,1.46,4.888,8.448,-8.465,-8.051,-1.535,1.603,145.5,163.5,141.6,152.3,145.9,142.6,139.8,142.0,155.2,145.1,0,norm,1.297,1.56,-1.765,-1.895,-4.729,-4.528,-1.638,-1.962,-1.597,-1.173,1.275,-1.761,139.7,142.6,-4.674,-8.254,1.606,-1.244,7.922,4.331,-5.151,-8.284,2,5.204,4.802,4.91,5.207,1.363,1.657,1.315,1.937,2,4.681,4.334,0,62.918437395,norm,0,7,7,7,84.306,84.315,84.3250558,84.325,84.327,84.328,up,1,3.15343019995,6.84656980005,001,316,1366_768,Intel(R) Core(TM) i7-8750H CPU @ 2.20GHz,orientation_search,GHUM-L-P55205,Intel(R) UHD Graphics 630,2018_Nov_08_1408,testMonitor,
138.7,163.5,129.2,141.8,36,10,147.2,131.2,149.4,137.2,8.094,8.087,7.784,7.684,7.534,7.772,7.812,4.614,-5.057,-7.715,1.66,-1.271,8.08,4.929,-4.391,-7.666,136.7,145.3,-8.446,134.3,149.7,149.3,123.5,160.1,36,143.1,1,5,prime,10,0,114,norm,36,-4.994,up,norm,143.47371488,139.7,134.2,141.9,139.6,3,124.1,150.4,135.2,10,5,8.132,4.958,1.979,-1.412,-4.394,-8.474,126.8,5,257.5,-7.918,-8.336,10,-8.218,-8.112,-4.622,-4.368,-5.19,-4.492,4.314,7.625,9,-1.631,1.878,4.52,8.182,-7.663,-8.445,-1.479,1.189,,159.6,158.3,130.1,147.0,162.7,154.0,144.8,162.1,127.5,1,norm,1.502,1.491,-1.899,-2.011,-4.832,-4.853,-1.469,-1.816,-1.452,-1.302,1.297,-1.204,149.6,152.1,-4.899,-7.885,1.275,-1.939,7.773,5.081,-5.211,-8.474,2,5.281,5.247,4.503,4.862,1.728,1.426,1.484,1.22,2,4.962,4.367,0,62.918437395,norm,0,8,8,8,87.498,87.503,87.5081881001,87.508,87.51,87.511,up,1,0.948817000026,9.05118299997,001,316,1366_768,Intel(R) Core(TM) i7-8750H CPU @ 2.20GHz,orientation_search,GHUM-L-P55205,Intel(R) UHD Graphics 630,2018_Nov_08_1408,testMonitor,
141.3,154.3,138.1,143.5,36,10,137.8,148.0,143.4,123.5,8.081,7.522,7.982,7.788,8.276,7.511,7.898,4.969,-5.274,-7.933,1.71,-1.335,8.403,5.178,-4.478,-7.945,142.7,138.0,-7.597,145.8,157.2,141.9,148.9,147.8,36,142.3,3,5,prime,10,0,73,norm,36,-4.351,down,norm,143.47371488,139.5,127.2,132.8,163.2,0,160.9,149.7,130.7,10,5,7.7,5.044,2.1,-1.715,-5.165,-8.412,133.5,5,216.5,-7.641,-8.0,10,-7.99,-8.359,-4.431,-4.761,-4.303,-4.739,4.534,8.479,18,-2.083,1.412,5.133,7.772,-7.551,-7.706,-1.71,1.5,141.1,136.1,129.7,132.7,135.8,127.6,148.1,163.5,144.4,144.5,2,norm,1.694,1.921,-1.399,-1.582,-5.239,-4.984,-1.58,-1.756,-1.933,-1.249,1.264,-1.966,162.3,,-5.212,-8.454,1.373,-1.143,7.855,4.459,-4.802,-8.13,2,5.103,4.355,4.809,4.617,1.83,1.419,1.405,1.244,2,4.323,4.88,0,62.918437395,norm,0,9,9,9,88.48,88.49,88.5069824001,88.507,88.509,88.51,down,1,0.9349468,9.0650532,001,316,1366_768,Intel(R) Core(TM) i7-8750H CPU @ 2.20GHz,orientation_search,GHUM-L-P55205,Intel(R) UHD Graphics 630,2018_Nov_08_1408,testMonitor,
